Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Born,Age,Batting Style,Bowling Style,Playing Role,Height
Adnan Ilyas (OMA),https://www.espncricinfo.com/ci/content/player/26038.html,2015-2016,12,11,0,258,54,23.45,218,118.34,0,1,0,16,8,"December 30, 1984, Zafarwal, Punjab, Pakistan",39y 212d,Right hand Bat,Right arm Medium,,
C Hartmann (IOM),https://www.espncricinfo.com/ci/content/player/1230028.html,2020-2024,22,21,5,258,39,16.12,239,107.94,0,0,5,15,9,26-May-04,20y 64d,Right hand Bat,,Wicketkeeper Batter,
Najeeb Tarakai (AFG),https://www.espncricinfo.com/ci/content/player/533953.html,2014-2019,12,12,0,258,90,21.5,210,122.85,0,1,1,21,13,2-Feb-91,,Right hand Bat,Right arm Offbreak,Opening Batter,
S Thanikaithasan (DEN),https://www.espncricinfo.com/ci/content/player/1036597.html,2021-2024,20,18,2,258,41*,16.12,244,105.73,0,0,2,15,8,"September 09, 1998, Horsens, Denmark",25y 324d,Right hand Bat,Legbreak Googly,,
Khurram Nawaz (OMA),https://www.espncricinfo.com/ci/content/player/1077309.html,2017-2022,24,18,5,257,58,19.76,215,119.53,0,1,1,17,12,"January 30, 1986, Wah Cantt, Rawalpindi",38y 181d,Right hand Bat,,Middle order Batter,
Mohamed Arief (MAS),https://www.espncricinfo.com/ci/content/player/1150884.html,2019-2023,20,16,3,257,52*,19.76,206,124.75,0,1,0,28,6,10-Feb-88,36y 170d,Right hand Bat,Right arm Medium,,
S Hook (EST),https://www.espncricinfo.com/ci/content/player/1179186.html,2021-2024,19,18,3,256,69*,17.06,263,97.33,0,1,3,20,10,28-Jul-78,46y 1d,Right hand Bat,Legbreak,Top order Batter,
I Udana (SL),https://www.espncricinfo.com/ci/content/player/328026.html,2009-2021,35,25,11,256,84*,18.28,186,137.63,0,1,3,16,14,"February 17, 1988, Balangoda",36y 163d,Right hand Bat,Left arm Medium fast,Allrounder,
Imran Ameer (MLT),https://www.espncricinfo.com/ci/content/player/1314048.html,2022-2023,19,17,5,255,46*,21.25,242,105.37,0,0,0,25,4,4-Apr-88,36y 116d,Right hand Bat,Right arm Offbreak,,
SE Marsh (AUS),https://www.espncricinfo.com/ci/content/player/6683.html,2008-2016,15,15,1,255,47*,18.21,248,102.82,0,0,2,15,10,"July 09, 1983, Narrogin, Western Australia",41y 20d,Left hand Bat,Slow Left arm Orthodox,Top order Batter,1.84 m
M Podosky (PHI),https://www.espncricinfo.com/ci/content/player/1301593.html,2022-2023,17,17,3,255,41,18.21,209,122,0,0,2,17,16,20-Oct-89,34y 283d,Right hand Bat,Right arm Medium,,
Kashif Siddique (KSA),https://www.espncricinfo.com/ci/content/player/1344843.html,2022-2024,11,11,0,254,57,23.09,184,138.04,0,2,1,39,6,4-Apr-89,35y 116d,Left hand Bat,,,
Shamim Hossain (BAN),https://www.espncricinfo.com/ci/content/player/1161044.html,2021-2023,19,14,2,254,51,21.16,219,115.98,0,1,0,26,6,"September 02, 2000, Chandpur",23y 331d,Left hand Bat,Right arm Offbreak,Allrounder,
Ahmed Hassan (SUI),https://www.espncricinfo.com/ci/content/player/1209330.html,2023-2024,11,10,4,253,58*,42.16,182,139.01,0,1,0,18,17,"June 18, 1995, Lahore",29y 41d,Left hand Bat,,,
WG Jacks (ENG),https://www.espncricinfo.com/ci/content/player/897549.html,2022-2024,16,15,0,253,40,16.86,179,141.34,0,0,1,30,10,"November 21, 1998, Chertsey, Surrey",25y 251d,Right hand Bat,Right arm Offbreak,Batting Allrounder,
SF Mire (ZIM),https://www.espncricinfo.com/ci/content/player/290462.html,2018-2019,9,8,0,253,94,31.62,196,129.08,0,2,0,23,13,"August 21, 1989, Harare",34y 343d,Right hand Bat,Right arm Medium fast,Batter,
C Munoz-Mills (ESP),https://www.espncricinfo.com/ci/content/player/520120.html,2019-2024,32,22,11,253,33*,23,200,126.5,0,0,1,19,11,"May 08, 1991, Spain",33y 82d,Right hand Bat,Right arm Offbreak,,
K Nestor (GIBR),https://www.espncricinfo.com/ci/content/player/1204627.html,2019-2023,31,27,5,251,35,11.4,270,92.96,0,0,6,23,9,8-Sep-88,35y 325d,Right hand Bat,Right arm Fast,,
R Escobar (Arg),https://www.espncricinfo.com/ci/content/player/500055.html,2019-2023,17,15,4,250,55,22.72,289,86.5,0,1,1,18,2,11-Oct-95,28y 292d,Right hand Bat,,,
Khizar Hayat (MAS),https://www.espncricinfo.com/ci/content/player/580400.html,2020-2024,44,26,10,250,28,15.62,241,103.73,0,0,2,17,5,"April 01, 1989, Peshwar",35y 119d,Right hand Bat,Right arm Offbreak,Bowler,
DP Michael (Samoa),https://www.espncricinfo.com/ci/content/player/500270.html,2019-2022,10,10,2,250,63*,31.25,219,114.15,0,3,1,13,13,"October 08, 1987, Brisbane, Queensland",36y 295d,Left hand Bat,Right arm Medium fast,,
DT Johnston (IRE),https://www.espncricinfo.com/ci/content/player/6038.html,2008-2013,30,19,7,249,62,20.75,184,135.32,0,1,1,13,11,"April 29, 1974, Wollongong, New South Wales",50y 91d,Right hand Bat,Right arm Fast medium,Bowler,
V Mbazo (BOT),https://www.espncricinfo.com/ci/content/player/1107683.html,2019-2023,34,29,4,249,31*,9.96,289,86.15,0,0,4,17,6,18-Aug-99,24y 346d,Right hand Bat,,,
RV Uthappa (IND),https://www.espncricinfo.com/ci/content/player/35582.html,2007-2015,13,12,2,249,50,24.9,211,118,0,1,1,26,6,"November 11, 1985, Coorg, Karnataka",38y 261d,Right hand Bat,Right arm Medium,Batter,
Mehidy Hasan Miraz (BAN),https://www.espncricinfo.com/ci/content/player/629063.html,2017-2023,25,20,3,248,46,14.58,209,118.66,0,0,2,19,9,"October 25, 1997, Khulna",26y 278d,Right hand Bat,Right arm Offbreak,Allrounder,
W Miyauchi (JPN),https://www.espncricinfo.com/ci/content/player/1063431.html,2023-2024,16,14,1,247,72,19,234,105.55,0,2,0,26,1,"September 30, 1998, Japan",25y 303d,Right hand Bat,,Wicketkeeper Batter,
DK Anefie (GHA),https://www.espncricinfo.com/ci/content/player/1107680.html,2019-2023,36,28,5,246,46,10.69,227,108.37,0,0,11,10,12,10-Aug-00,23y 354d,Right hand Bat,Right arm Medium,Allrounder,
SA Okpe (NGA),https://www.espncricinfo.com/ci/content/player/1143139.html,2019-2024,45,29,8,246,29,11.71,300,82,0,0,2,13,8,7-Dec-00,23y 235d,Right hand Bat,Right arm Offbreak,,
Jaker Ali (BAN),https://www.espncricinfo.com/ci/content/player/824541.html,2023-2024,17,15,6,245,68,27.22,210,116.66,0,1,0,15,12,22-Feb-98,26y 158d,Right hand Bat,,Batter,
SKDT Madusanka (SEY),https://www.espncricinfo.com/ci/content/player/1283126.html,2021-2022,13,12,4,244,50*,30.5,257,94.94,0,1,1,29,3,5-Mar-83,41y 146d,Right hand Bat,Right arm Medium fast,,
CJ Delany (GIBR),https://www.espncricinfo.com/ci/content/player/1156443.html,2019-2021,13,13,3,243,69*,24.3,224,108.48,0,2,1,26,1,23-Dec-90,33y 219d,Right hand Bat,Right arm Medium,,
Shafiq Sharif (MAS),https://www.espncricinfo.com/ci/content/player/307638.html,2019-2021,13,13,1,243,53,20.25,190,127.89,0,1,3,33,6,"March 10, 1990, Malaysia",34y 141d,Right hand Bat,,,
Sulaiman Ali (BUL),https://www.espncricinfo.com/ci/content/player/1233050.html,2020-2022,21,19,1,242,40,13.44,209,115.78,0,0,1,21,11,9-Jan-98,26y 202d,Right hand Bat,Right arm Medium fast,,
Vikramjit Singh (NED),https://www.espncricinfo.com/ci/content/player/1153767.html,2019-2024,18,17,0,242,39,14.23,229,105.67,0,0,1,17,11,"January 09, 2003, Cheema Khurd, Punjab",21y 202d,Left hand Bat,Right arm Medium,Opening Batter,
GSNFG Jayasuriya (SL),https://www.espncricinfo.com/ci/content/player/422965.html,2015-2020,18,16,0,241,40,15.06,222,108.55,0,0,1,20,8,"September 12, 1991, Colombo",32y 321d,Left hand Bat,Right arm Offbreak,Batting Allrounder,
UT Khawaja (AUS),https://www.espncricinfo.com/ci/content/player/215155.html,2016-2016,9,9,0,241,58,26.77,182,132.41,0,1,0,31,5,"December 18, 1986, Islamabad, Pakistan",37y 224d,Left hand Bat,Right arm Medium,Top order Batter,1.75 m
JN Malan (SA),https://www.espncricinfo.com/ci/content/player/605680.html,2019-2021,11,11,0,241,55,21.9,186,129.56,0,1,1,25,11,"April 18, 1996, Nelspruit",28y 102d,Right hand Bat,Legbreak,Top order Batter,
Surya Anand (DEN),https://www.espncricinfo.com/ci/content/player/1273173.html,2021-2024,24,16,4,241,36,20.08,247,97.57,0,0,2,8,7,13-Feb-98,26y 167d,Right hand Bat,Right arm Medium,,
S Vijay Unni (MAS),https://www.espncricinfo.com/ci/content/player/1090866.html,2022-2024,36,20,6,241,38,17.21,274,87.95,0,0,0,12,6,15-Aug-03,20y 349d,Right hand Bat,Right arm Offbreak,Bowler,
T Whiteman (LUX),https://www.espncricinfo.com/ci/content/player/520557.html,2019-2021,14,12,5,241,55*,34.42,205,117.56,0,1,1,25,6,24-May-69,55y 66d,Right hand Bat,Right arm Offbreak,,
P Kurup (BHR),https://www.espncricinfo.com/ci/content/player/1143530.html,2021-2023,12,11,1,240,74,24,206,116.5,0,1,0,19,7,7-Nov-87,36y 265d,Right hand Bat,,,
SW Poynter (IRE),https://www.espncricinfo.com/ci/content/player/308294.html,2015-2019,25,21,6,240,39,16,213,112.67,0,0,0,22,6,"October 18, 1990, Hammersmith, London",33y 285d,Right hand Bat,,Wicketkeeper Batter,
Ali Saleem (NOR),https://www.espncricinfo.com/ci/content/player/523825.html,2022-2024,21,16,1,239,53*,15.93,211,113.27,0,1,0,15,11,13-Sep-79,44y 320d,Right hand Bat,,,
Abrar Bilal (Aut),https://www.espncricinfo.com/ci/content/player/1198872.html,2019-2024,19,15,4,238,37,21.63,208,114.42,0,0,1,22,7,21-Apr-85,39y 99d,Right hand Bat,,,
Ahmad Ramdoni (INA),https://www.espncricinfo.com/ci/content/player/1082736.html,2022-2024,29,23,10,238,31,18.3,252,94.44,0,0,1,18,6,16-Feb-85,39y 164d,Right hand Bat,,,
Ashfaq Ahmed (UAE),https://www.espncricinfo.com/ci/content/player/39940.html,2018-2019,12,12,0,238,75,19.83,185,128.64,0,3,2,32,6,"March 26, 1985, Lahore",39y 125d,Right hand Bat,Right arm Offbreak,Top order Batter,
WJ Cope (LUX),https://www.espncricinfo.com/ci/content/player/580986.html,2020-2024,33,30,7,238,49,10.34,234,101.7,0,0,6,30,1,16-Oct-96,27y 287d,Right hand Bat,Right arm Medium,,
PF Gallagher (FIN),https://www.espncricinfo.com/ci/content/player/1156458.html,2019-2023,22,22,3,238,36,12.52,190,125.26,0,0,5,17,14,18-Jun-84,40y 41d,Right hand Bat,Right arm Offbreak,,
Hamid Mahmood (SWE),https://www.espncricinfo.com/ci/content/player/1318854.html,2022-2024,13,11,5,238,69,39.66,223,106.72,0,2,1,19,6,4-Dec-82,41y 238d,Right hand Bat,Slow Left arm Orthodox,,
N Khanna (MLT),https://www.espncricinfo.com/ci/content/player/1178906.html,2019-2023,24,24,7,238,37*,14,191,124.6,0,0,2,25,5,28-Jul-82,42y 1d,Right hand Bat,Right arm Offbreak,,
J Mubarak (SL),https://www.espncricinfo.com/ci/content/player/49633.html,2007-2009,16,15,4,238,46*,21.63,188,126.59,0,0,2,21,8,"January 10, 1981, Washington DC, United States of America",43y 201d,Left hand Bat,Right arm Offbreak,Allrounder,
K Dasan (BUL),https://www.espncricinfo.com/ci/content/player/1203907.html,2019-2020,10,9,1,237,74,29.62,222,106.75,0,1,0,19,4,9-Nov-91,32y 263d,Right hand Bat,Right arm Medium,,
Khalid Latif (PAK),https://www.espncricinfo.com/ci/content/player/41046.html,2008-2016,13,13,2,237,59*,21.54,229,103.49,0,1,1,25,6,"November 04, 1985, Karachi, Sindh",38y 268d,Right hand Bat,Right arm Offbreak,Top order Batter,
HJ Manenti (ITA),https://www.espncricinfo.com/ci/content/player/1323417.html,2022-2024,15,12,0,237,65,19.75,197,120.3,0,2,1,26,4,5-Oct-00,23y 298d,Right hand Bat,Right arm Medium fast,,
S Kaveri (Mex),https://www.espncricinfo.com/ci/content/player/1182011.html,2019-2024,14,13,3,236,46*,23.6,294,80.27,0,0,1,20,1,1-Feb-79,45y 179d,Right hand Bat,Right arm Medium,,
RE Levi (SA),https://www.espncricinfo.com/ci/content/player/46148.html,2012-2012,13,13,2,236,117*,21.45,167,141.31,1,1,3,20,15,"January 14, 1988, Johannesburg",36y 197d,Right hand Bat,Right arm Medium,Opening Batter,
YK Pathan (IND),https://www.espncricinfo.com/ci/content/player/32498.html,2007-2012,22,18,5,236,37*,18.15,161,146.58,0,0,3,11,17,"November 17, 1982, Baroda, Gujarat",41y 255d,Right hand Bat,Right arm Offbreak,Allrounder,
C Roberts (Fran),https://www.espncricinfo.com/ci/content/player/1432707.html,2024-2024,10,10,2,236,50*,29.5,223,105.82,0,1,1,23,1,22-Oct-03,20y 281d,Right hand Bat,,,
CN Onwuzulike (NGA),https://www.espncricinfo.com/ci/content/player/380596.html,2019-2022,22,19,2,235,54,13.82,236,99.57,0,1,2,17,8,"July 31, 1987, Enugu",36y 364d,Right hand Bat,Right arm Medium,,
G Manan (ROM),https://www.espncricinfo.com/ci/content/player/1198940.html,2019-2023,15,14,0,234,40,16.71,150,156,0,0,2,28,13,3-Mar-89,35y 148d,Right hand Bat,Right arm Offbreak,,
HV Mandhyan (HUN),https://www.espncricinfo.com/ci/content/player/1204130.html,2021-2024,21,21,1,234,41,11.7,252,92.85,0,0,1,16,8,"October 20, 1990, Kalyani",33y 283d,Right hand Bat,Right arm Offbreak,,
V Ravindran (HUN),https://www.espncricinfo.com/ci/content/player/1380786.html,2023-2024,9,8,0,234,57,29.25,174,134.48,0,1,0,31,6,3-Dec-91,32y 239d,Right hand Bat,Right arm Medium,,
Bilal Masud (EST),https://www.espncricinfo.com/ci/content/player/1400313.html,2023-2024,8,8,1,233,82,33.28,162,143.82,0,2,0,13,14,24-May-94,30y 66d,Right hand Bat,Right arm Medium,,
AT Carey (AUS),https://www.espncricinfo.com/ci/content/player/326434.html,2018-2021,38,26,5,233,37*,11.09,215,108.37,0,0,2,19,7,"August 27, 1991, Loxton, South Australia",32y 337d,Left hand Bat,,Wicketkeeper Batter,
Karanbir Singh (Aut),https://www.espncricinfo.com/ci/content/player/1435271.html,2024-2024,9,8,1,233,97,33.28,166,140.36,0,3,1,20,14,1-Sep-95,28y 332d,Right hand Bat,Right arm Medium,,
Mohamed Azzam (MDV),https://www.espncricinfo.com/ci/content/player/552760.html,2019-2024,33,30,3,233,17*,8.62,301,77.4,0,0,4,16,2,31-Aug-91,32y 333d,Right hand Bat,,,
ES Szwarczynski (NED),https://www.espncricinfo.com/ci/content/player/214696.html,2008-2013,14,12,1,233,45,21.18,243,95.88,0,0,0,22,2,"February 13, 1983, Vanderbijlpark, South Africa",41y 167d,Right hand Bat,Right arm Medium,Batter,
JF Mooney (IRE),https://www.espncricinfo.com/ci/content/player/24237.html,2009-2015,27,23,9,231,31*,16.5,214,107.94,0,0,0,25,1,"February 10, 1982, Dublin",42y 170d,Left hand Bat,Right arm Medium,Allrounder,
R Ravindra (NZ),https://www.espncricinfo.com/ci/content/player/959767.html,2021-2024,23,21,6,231,68,15.4,185,124.86,0,1,2,14,10,"November 18, 1999, Wellington",24y 254d,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,
Ali Nayyer (SUI),https://www.espncricinfo.com/ci/content/player/469203.html,2021-2024,21,16,8,231,48*,28.87,168,137.5,0,0,1,11,12,20-Oct-92,31y 283d,,,Bowler,
E Solomon (ISR),https://www.espncricinfo.com/ci/content/player/467809.html,2022-2024,9,9,2,231,59*,33,214,107.94,0,1,0,24,0,"March 12, 1985, India",39y 139d,Right hand Bat,Right arm Medium,,
A Limdawala (MWI),https://www.espncricinfo.com/ci/content/player/1334805.html,2022-2024,23,13,5,230,54*,28.75,241,95.43,0,1,1,11,3,18-Jun-04,20y 41d,Left hand Bat,,,
AR Cusack (IRE),https://www.espncricinfo.com/ci/content/player/293983.html,2008-2015,37,21,6,229,65,15.26,177,129.37,0,1,1,17,6,"October 29, 1980, Brisbane, Australia",43y 274d,Right hand Bat,Right arm Medium fast,Bowler,
Aftab Ahmed (BAN),https://www.espncricinfo.com/ci/content/player/56266.html,2006-2010,11,11,1,228,62*,22.8,178,128.08,0,1,0,26,6,"November 10, 1985, Chittagong",38y 262d,Right hand Bat,Right arm Medium,Opening Batter,
F Akankwasa (UGA),https://www.espncricinfo.com/ci/content/player/928119.html,2020-2022,32,21,5,228,66,14.25,192,118.75,0,1,2,21,10,"June 22, 2000, Uganda",24y 37d,Right hand Bat,Right arm Offbreak,Allrounder,
Amar Sharma (MLT),https://www.espncricinfo.com/ci/content/player/1233042.html,2020-2023,36,21,5,228,34*,14.25,249,91.56,0,0,1,12,3,12-Oct-78,45y 291d,Right hand Bat,Right arm Offbreak,,
T Mishra (KENYA),https://www.espncricinfo.com/ci/content/player/24790.html,2007-2013,15,15,0,227,38,15.13,263,86.31,0,0,2,15,4,"December 22, 1986, Mumbai, India",37y 220d,Right hand Bat,Right arm Fast medium,Middle order Batter,
S Pradhan (BHU),https://www.espncricinfo.com/ci/content/player/542348.html,2022-2024,17,16,1,227,59,15.13,253,89.72,0,1,2,25,3,"March 09, 1985, Thimpu, Bhutan",39y 142d,Right hand Bat,Right arm Medium fast,,
G Venkateswaran (LUX),https://www.espncricinfo.com/ci/content/player/1198921.html,2019-2023,17,17,2,227,59,15.13,230,98.69,0,1,0,21,6,8-May-91,33y 82d,Right hand Bat,Right arm Medium fast,Opening Batter,
C Bisson (JER),https://www.espncricinfo.com/ci/content/player/417385.html,2019-2019,14,14,2,226,54,18.83,177,127.68,0,1,3,24,5,"June 19, 1993, Jersey",31y 40d,Right hand Bat,Right arm Medium,,
DJ Willey (ENG),https://www.espncricinfo.com/ci/content/player/308251.html,2015-2022,43,26,11,226,33*,15.06,173,130.63,0,0,2,15,13,"February 28, 1990, Northampton",34y 152d,Left hand Bat,Left arm Fast medium,Bowling Allrounder,
DAS Gunaratne (SL),https://www.espncricinfo.com/ci/content/player/360456.html,2016-2017,12,12,3,225,84*,25,178,126.4,0,2,2,19,6,"January 08, 1986, Kandy",38y 203d,Right hand Bat,Right arm Medium fast,Batter,5ft 10in
Inam-ul-Haq (QAT),https://www.espncricinfo.com/ci/content/player/40630.html,2019-2019,11,11,2,225,73*,25,205,109.75,0,1,1,28,2,"January 07, 1979, Sialkot, Punjab",45y 204d,Right hand Bat,Right arm Offbreak,Batter,
Sajid Cheema (KSA),https://www.espncricinfo.com/ci/content/player/1143520.html,2019-2021,11,11,0,225,52,20.45,204,110.29,0,1,1,20,11,"February 20, 1980, Gujranwala",44y 160d,Right hand Bat,,Opening Batter,
ED Silva (KUW),https://www.espncricinfo.com/ci/content/player/1284531.html,2021-2022,12,11,2,225,58,25,111,202.7,0,2,2,13,21,4-Apr-87,37y 116d,Right hand Bat,,Batting Allrounder,
MN van Wyk (SA),https://www.espncricinfo.com/ci/content/player/47711.html,2007-2015,8,7,1,225,114*,37.5,157,143.31,1,1,0,19,14,"March 20, 1979, Bloemfontein, Orange Free State",45y 131d,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper Batter,
CAK Walton (WI),https://www.espncricinfo.com/ci/content/player/315586.html,2014-2018,19,17,0,225,40,13.23,203,110.83,0,0,5,23,11,"July 03, 1985, Jamaica",39y 26d,Right hand Bat,,Top order Batter,
M Yunusu Issa (TAN),https://www.espncricinfo.com/ci/content/player/1155749.html,2022-2024,39,28,11,225,33*,13.23,187,120.32,0,0,2,15,10,3-Aug-01,22y 361d,Right hand Bat,Right arm Medium,,
Rony Talukdar (BAN),https://www.espncricinfo.com/ci/content/player/300617.html,2015-2023,11,10,0,224,67,22.4,165,135.75,0,1,0,24,7,"October 10, 1990, Narayangonj",33y 293d,Right hand Bat,Right arm Slow medium,Batter,5ft 6in
Yusuf Ebrahim (PAN),https://www.espncricinfo.com/ci/content/player/1182040.html,2019-2023,13,13,1,224,72,18.66,233,96.13,0,1,1,22,5,"December 10, 1986, Navsari, Gujarat",37y 232d,Right hand Bat,Right arm Medium,,
A Halbhavi (LUX),https://www.espncricinfo.com/ci/content/player/1275734.html,2021-2023,16,16,0,223,48,13.93,207,107.72,0,0,5,29,3,4-Jun-90,34y 55d,Right hand Bat,,,
PD Hennessy (ESP),https://www.espncricinfo.com/ci/content/player/1156621.html,2019-2021,13,11,1,223,71,22.3,197,113.19,0,2,2,13,9,"September 18, 1990, Isleworth, Middlesex",33y 315d,Right hand Bat,Right arm Medium,,
MA Jones (SCOT),https://www.espncricinfo.com/ci/content/player/1093091.html,2022-2024,10,10,1,223,86,24.77,161,138.5,0,1,1,20,11,"January 05, 1998, Ormskirk, Lancashire",26y 206d,Right hand Bat,Right arm Offbreak,Top order Batter,
KTK Rodrigo (MDV),https://www.espncricinfo.com/ci/content/player/429281.html,2023-2024,13,13,1,223,71,18.58,245,91.02,0,1,2,22,3,"April 02, 1992, Colombo",32y 118d,Right hand Bat,Right arm Offbreak,,
P Useni (NGA),https://www.espncricinfo.com/ci/content/player/1276635.html,2021-2024,37,26,10,222,37,13.87,161,137.88,0,0,2,9,16,7-Mar-06,18y 144d,Left hand Bat,Left arm Medium,,
Atif Rasheed (FIN),https://www.espncricinfo.com/ci/content/player/1313739.html,2022-2024,12,12,1,221,43,20.09,165,133.93,0,0,1,11,12,15-Mar-90,34y 136d,Right hand Bat,Right arm Medium,,
Choudry Share Ali (SWE),https://www.espncricinfo.com/ci/content/player/1273286.html,2023-2024,9,9,2,221,61*,31.57,147,150.34,0,2,0,18,12,22-Apr-00,24y 98d,Right hand Bat,Right arm Offbreak,,
Idrees Ul Haque (SUI),https://www.espncricinfo.com/ci/content/player/1284219.html,2021-2024,10,9,0,221,55,24.55,175,126.28,0,1,0,26,9,9-Feb-87,37y 171d,Right hand Bat,,,
Bilal Muhammad (MLT),https://www.espncricinfo.com/ci/content/player/1268919.html,2021-2022,31,21,6,220,35*,14.66,154,142.85,0,0,3,12,14,10-Apr-98,26y 110d,Right hand Bat,Left arm Medium,,
Mazharul Islam (SEY),https://www.espncricinfo.com/ci/content/player/1283118.html,2021-2022,13,12,2,220,50,22,208,105.76,0,1,2,25,2,1-Jan-94,30y 210d,Right hand Bat,,,
Jitin Singh (TAN),https://www.espncricinfo.com/ci/content/player/1013201.html,2021-2023,24,16,1,219,60,14.6,200,109.5,0,1,2,28,1,28-Feb-84,40y 152d,Right hand Bat,Right arm Medium,,
Khalid Ahmadi (Belg),https://www.espncricinfo.com/ci/content/player/1230629.html,2020-2024,34,23,11,219,31*,18.25,135,162.22,0,0,3,17,14,1-Jan-95,29y 210d,Right hand Bat,Right arm Medium fast,,
AD Poynter (IRE),https://www.espncricinfo.com/ci/content/player/210279.html,2012-2016,19,14,3,219,57,19.9,184,119.02,0,1,1,21,8,"April 25, 1987, Hammersmith, London",37y 95d,Right hand Bat,Right arm Offbreak,Batter,
Tanwir Afzal (HKG),https://www.espncricinfo.com/ci/content/player/260036.html,2014-2016,21,18,2,219,56,13.68,173,126.58,0,1,4,9,15,"June 12, 1988, Gujrat, Punjab",36y 47d,Right hand Bat,Right arm Fast medium,Allrounder,
